,name,averageRating
6366,Buford OG,5.0
6370,East Coast Dawg,5.0
6382,Pineapple Hash Plant,5.0
6386,Apollo 13 Haze,5.0
6387,CBD Yummy,5.0
6401,Master Cindy,5.0
6415,Bahama Blizzard,5.0
6436,Bee Jelly,5.0
6445,Neil Haze,5.0
6446,Stracciatella Gelato,5.0
6451,Northern Cheese Haze,5.0
6457,Tiger Punch,5.0
6459,High Noon Irish Cream,5.0
6465,Lemon Roze,5.0
6467,Kiwi Sorbet,5.0
6473,Beauty School Dropout,5.0
6484,Chrome Cake,5.0
6485,Ape Shit,5.0
6488,Chosen,5.0
6499,Blue Kross,5.0
6512,Malibu Marker,5.0
6515,Coup d'état,5.0
6516,Purple Froot,5.0
6520,Runtz Punch,5.0
6523,Dayglow,5.0
6527,Cornerstone,5.0
6529,Congolese Bubblegum,5.0
6532,Godzilla Blood,5.0
6547,Dosi White,5.0
6550,Pudding Pop,5.0
6553,Alien Gelato,5.0
6562,Tropical Limez,5.0
6564,Capitol Chillz,5.0
6566,Silver Calyx,5.0
6575,White Coconut Pie,5.0
6578,Pyromaniac,5.0
6580,Mekamika Haze,5.0
6618,Grumpy Tiger,5.0
6626,Northwest Pineapple,5.0
6628,Blue Wizard,5.0
6632,Uncle Bruce,5.0
6638,TangoJack,5.0
6642,Orange Cannoli,5.0
6643,Dolla Sign OG Kush,5.0
6645,King Dos OG,5.0
6650,Macmosa,5.0
6652,Apple Strudel Auto,5.0
6660,Afghani Krush,5.0
6663,Caboose,5.0
6666,WiFi Cake,5.0
6676,Cherry Thai,5.0
6680,Forest Park Purple,5.0
6700,Angelica,5.0
6704,Breakout,5.0
6713,Zoomiez,5.0
6716,Sweet Hawaiian Tangie Banana,5.0
6720,Chocolate Drop,5.0
6725,Powder Daze,5.0
6742,Prickly Pear,5.0
6750,Yoga Pants,5.0
6764,Calm 101,5.0
6768,Pina Loca,5.0
6770,Super Petrol,5.0
6774,Lemon Swirl,5.0
6776,Purple Hash Dog,5.0
6778,Silver Cindy,5.0
6783,Head Dog,5.0
6788,Wa Whoo Cookie,5.0
6795,Jerusalem Express,5.0
6810,Gush Mints 1:1,5.0
6825,Fighting Buddha,5.0
6839,Truffleatti,5.0
6840,The Struthers Strain,5.0
6841,Oregon Thunder,5.0
6843,Oaxacan Wise,5.0
6848,Grape Pie Bx,5.0
6857,Pampelmousse,5.0
6862,Item 9,5.0
6869,Slice of Heaven,5.0
6870,Steel Bridge,5.0
6871,Cherry Lime Pie,5.0
6872,Mango Fruz,5.0
6878,Challah Bread,5.0
6879,Sangiovese,5.0
6907,F-Cut OG,5.0
6912,Death Rattle,5.0
6914,Libido,5.0
6915,Sox,5.0
6921,Santa's Cookies,5.0
6937,Brian Berry Citrus Blend,5.0
6950,Mango Mojito,5.0
6954,Focaccia,5.0
6956,Chocolate Peaches,5.0
6957,Apple Cake,5.0
6965,Platinum Michigan Breath,5.0
6991,Mo'bama,5.0
6992,Cheetah Mintz,5.0
6994,Stomper of Berries,5.0
6997,Dragon Tails,5.0
7003,Kidney Punch,5.0
7012,Bay Platinum Cookies,5.0
7019,Pineapple Gummy,5.0
7026,Jelly Cookies,5.0
7032,Unplug,5.0
7044,Herb,5.0
7054,Raspberry Boogie,5.0
7056,Leia Kush,5.0
7057,Pink Anxiety,5.0
7071,Tropical Storm,5.0
7073,Sugar Klingon,5.0
7076,Chem Tange,5.0
7077,Capital Haze,5.0
7081,Sour Sorbet,5.0
7090,President Huckleberry,5.0
7096,Robot Girl,5.0
7100,Sunday Paper,5.0
7103,Beaver Tail,5.0
7104,Lilac Wine,5.0
7114,Lemon Stomper,5.0
7116,Iverson 96,5.0
7118,Canna Country #26,5.0
7122,Club 69,5.0
7126,Hypothermia,5.0
7127,Collie Walker,5.0
7136,Testarossa,5.0
7149,The Wills,5.0
7156,Bubba Skywalker,5.0
7163,Point Breeze,5.0
7173,Peach Gum,5.0
7176,Purple Medusa,5.0
7182,Wapanga,5.0
7185,Booty,5.0
7200,Afganimal,5.0
7201,Bear Creek Kush,5.0
7212,Twisted Fruitcake,5.0
7223,Pan Jam,5.0
7225,Zuper Bubble,5.0
7235,800 Club,5.0
7239,Slush Puppy,5.0
7250,Bubba Hash,5.0
7252,Bubba's Sister,5.0
7264,The Scrooge,5.0
7273,Y-Kiki,5.0
7277,Kush Crepes,5.0
7280,Blueberry Mojito,5.0
7282,Pink Z Face,5.0
7283,Caipirinha,5.0
7299,Citron Sour,5.0
7336,Desert Snow,5.0
7354,Frosty Kong,5.0
7366,Grape Tahoe,5.0
7367,Diablo Rojo XL Auto,5.0
7368,Alien Cookies OG,5.0
7374,Banana Munson,5.0
7391,Banana Dawg,5.0
7392,Malibu Mirage,5.0
7396,Guava IX,5.0
7403,Sharkleberry Fin,5.0
7415,Miami Punch,5.0
7422,8 Bagel,5.0
7423,Lavender Trinity,5.0
7427,Ghetto Bird,5.0
7428,Flower Power,5.0
7438,Papaya Milk,5.0
7440,Oz's Orchard,5.0
7450,Arcata Trainwreck,5.0
7463,Haze Off,5.0
7470,Nevada Privada,5.0
7471,Lemon Purple Kush,5.0
7473,Zwish,5.0
7475,Banana Berry,5.0
7484,Caramel Kona Coffee Cookies,5.0
7485,Hibernate,5.0
7499,Cherry Souffle,5.0
7504,Rebel Tangie Kandy,5.0
7507,Money Cake,5.0
7508,Acapulco Punch,5.0
7522,Peach Tart,5.0
7528,Wuntz Again,5.0
7536,Cascade Train,5.0
7537,Hobbit Fart,5.0
7539,Kaya's Koffee,5.0
7549,Meat Pie,5.0
7554,Candy Drop,5.0
7556,Butter and Jelly,5.0
7559,High Score,5.0
7563,Spyder Mon,5.0
7570,Mango Smoothie,5.0
7573,Melted Ice Cream,5.0
7583,El-Na,5.0
7605,Kosher Sorbet,5.0
7616,Skywalker Haze,5.0
7627,Panda Cookies,5.0
7628,Mumble,5.0
7629,Blackberry Auto,5.0
7650,Brute Fruit,5.0
7654,Oro Blanco Kief,5.0
7655,Terperella,5.0
7662,Strawberry Diesel Cookies,5.0
7686,Fire Lady,5.0
7689,Deep Line Alchemy,5.0
7696,Vovo,5.0
7702,Unleaded,5.0
7703,Bubba x Skunk,5.0
7722,Cold Heat,5.0
7723,Mikado,5.0
7743,Apple Cookies,5.0
7747,Zeclair,5.0
7748,Wedding Wreck,5.0
7749,Great Divide,5.0
7751,The CEO,5.0
7755,Golden Dab,5.0
7763,Sunset Pie,5.0
7810,Sweet Mandarine Zkittlez XL Auto,5.0
7815,Orange Malt,5.0
7819,Biscotti Dough,5.0
7823,Chive Train,5.0
7824,Thug's Breath,5.0
7830,Cel-Ray,5.0
7831,Cookie Stomper,5.0
7832,Saturn Kush,5.0
7835,Bathwater,5.0
7844,Scarface OG,5.0
7845,Cataract OG x Afghan Ghost,5.0
7855,Gravy Train,5.0
7863,Eskimo Cookies,5.0
7873,Petrol Potion,5.0
7878,Doc Holliday,5.0
7879,Swedish Phish,5.0
7891,Kringe,5.0
7892,Calypso Rose,5.0
7900,Banana Twerpz,5.0
7902,Drippin’ Aint Eazy,5.0
7904,Orange Truffle Souffle,5.0
7908,Orange Banana,5.0
7917,Ghost Pebbles 95,5.0
7921,Inzane Auto,5.0
7922,Bucket List,5.0
7927,Broken Coast,5.0
7935,South Asian Sativa,5.0
7951,Purps OG,5.0
7954,Güatú Skunk,5.0
7958,Eagle Cookies,5.0
7973,Orchard Peach,5.0
7990,Cookie Chip,5.0
7997,Black Diamond X,5.0
8001,Dagwood,5.0
8005,Sour Spreez,5.0
8006,Buddha White Dwarf,5.0
8012,Eli's Hair,5.0
8013,Gas Stank,5.0
8034,Petroleum Nightmare,5.0
8035,Sour D*OG,5.0
8043,Whitezilla,5.0
8049,Bubba Glue,5.0
8064,Higher Primate,5.0
8069,Garlato,5.0
8070,Swift River Valley Kush,5.0
8075,Black Cherry Maduro,5.0
8084,Wild Blueberry,5.0
8086,Dirty Buntz,5.0
8089,Prismatic Jack,5.0
8095,Lemon Kush Mints x Double OG Chem,5.0
8096,Guava Pie,5.0
8101,Guava Berry,5.0
8108,Blizzard Bush,5.0
8112,Bubblegum Skunk,5.0
8122,Strawberry Remedy #9,5.0
8129,Divine Intervention,5.0
8132,Gunnpowwder,5.0
8138,Whiskey Cake,5.0
8139,Modified Muffin,5.0
8142,Dragon Snack,5.0
8143,Silver L.A.,5.0
8147,Pie 95,5.0
8153,Skins Skunk,5.0
8154,Kerosene Krash,5.0
8161,KGB,5.0
8170,Orion F1,5.0
8172,K1 OG,5.0
8180,Gorilla Goo,5.0
8200,Cherry Heads,5.0
8203,Dip N Dots,5.0
8205,Strawberry Biscotti,5.0
8208,Cookie Fam Sherbert,5.0
8220,Last Supper,5.0
8222,Brooklyn Sunrise,5.0
8223,LSD-25,5.0
8239,Super Silver Hash Plant,5.0
8243,Gelato Quin,5.0
8245,Faded Glory,5.0
8248,Tropsanto #6,5.0
8255,Sour Tropicana,5.0
8264,Poison Glue,5.0
8289,Sweet & Sour Cindy,5.0
8298,Seattle Summer,5.0
8319,Weekend Warrior,5.0
8321,Sherb IX,5.0
8323,Blu Froot,5.0
8328,Diamond Daze,5.0
8332,OG Wedding,5.0
8333,Pineapple Sherbet,5.0
8336,Bloopiez,5.0
8339,C-Land,5.0
8353,Eden’s Fire,5.0
8359,Neroli 91,5.0
8374,Madzilla,5.0
8393,MVP Cookies,5.0
8411,Brain Candy,5.0
8424,Fruity Thai,5.0
8432,Simbiote,5.0
8444,Banango,5.0
8448,Meow OG,5.0
8453,Tangenesia,5.0
8454,GDP Electric,5.0
8458,Huckleberry DesStar,5.0
8462,Blickey,5.0
8468,Black Zruntz,5.0
8471,Laughing Laughlin',5.0
8473,White Dahlia,5.0
8475,Cookie King,5.0
8482,Joyride,5.0
8485,Buzz Bomb,5.0
8488,Jericho Haze,5.0
